TITLE     = "Particles in 3D"
VARIABLES = "X" "Y" "Z" "UP" "VP" "WP" "MASS" "WT" "WTD" "DPM" "XN" "YN" "ZN" "SRCNUM
ZONE T="     0.0 seconds"
I=         4, J=1, K=1,F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
   108.798    83.185     0.265    -0.108     0.398    -0.090  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.005    62.633     1.594    -0.441     0.060     0.063  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.299    87.549     1.267     0.451     0.335    -0.431  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.780   123.355     0.658    -1.212    -0.214     0.285  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.159    95.940     2.159     0.526    -0.257     0.339  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.341    95.150     0.851    -0.287     1.514    -0.012  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.437    58.740     0.169     0.535     0.046     0.157  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.745   100.784     1.531     0.393     0.197     0.423  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.974   121.657     0.156     0.415    -0.598    -0.127  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.832   100.277     1.184     0.480    -0.273     0.231  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.313    21.894     1.859    -0.114    -0.083     0.010  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.658    28.751     0.221    -0.425     0.539     0.184  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.263    38.720     0.536    -0.445    -0.337    -0.027  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.418    65.697     2.932     0.151     0.051     0.486  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.645    67.041     1.716     0.238    -0.758     0.252  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.724    43.927     0.545    -0.327     0.573     0.186  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.579    99.440     0.520     0.571     0.422    -0.134  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.269    71.430     0.647    -0.794    -0.585     0.083  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.318    36.658     0.907     0.082     0.271     0.753  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.184    81.749     1.823    -0.778    -0.948     0.894  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.236   112.528     0.420     0.222    -0.983     0.247  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.489   103.879     0.836    -0.385    -0.676     0.264  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.155    79.278     1.575    -0.026     0.433    -0.667  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.503   104.384     1.687    -0.390     0.469     0.060  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.125    91.301     0.147     0.207     0.087    -0.354  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.116    68.490     1.255    -0.273     0.055     0.513  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.968    70.816     3.128    -0.509     0.622     0.486  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.951   118.705     0.701     0.453     0.284    -0.134  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.982    85.939     0.655     0.871     0.403     0.500  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.523    39.562     1.347    -0.365     0.035     0.733  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.763    43.849     1.340    -0.738    -0.223     1.021  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.316    92.789     0.997     0.255    -0.723    -0.226  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.279    46.997     1.294     1.072    -0.243     0.211  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.349    40.848     1.690    -0.347     0.531    -0.358  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.523    81.912     0.222     0.083     0.371     0.123  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.103    38.062     2.170    -0.160    -0.617     0.260  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.407    96.758     0.787     0.637     0.667    -0.066  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.632    42.655     2.014     0.101    -0.048     0.423  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.167   104.598     1.055     0.655    -0.241    -0.798  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.234   118.146     1.847    -0.282    -0.668     0.527  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.910   110.291     0.734    -0.046     0.647     0.169  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.555   103.871     1.805     0.068     0.067     0.221  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   112.110   118.292     2.111     0.271    -0.819    -0.389  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.360    31.289     1.566    -0.696    -0.538     0.204  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.818    94.753     3.816     0.134    -1.006     0.591  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.280    57.872     1.474     0.149    -0.807     0.046  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.758    68.883     0.476     0.255    -0.931     0.313  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.542    46.707     0.708    -0.214    -0.724     0.336  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.939   125.966     0.302    -0.865     0.407    -0.237  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.808    49.612     1.548    -0.031    -0.618    -0.377  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   103.232    78.184     1.472    -0.938    -0.423     0.466  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   103.962   121.696     1.939    -0.307    -0.022     0.053  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.466    94.039     0.735     0.402    -0.302    -0.265  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.149    77.064     1.705    -0.975    -0.095    -0.156  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.322    98.303     0.177     0.079    -0.445     0.052  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.549   118.092     0.977     0.054    -0.181    -0.320  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.729    46.312     0.367    -0.226    -0.639    -0.026  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.693   101.847     0.198     0.014    -0.283    -0.081  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.921   125.491     0.561    -0.495     0.599     0.154  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.106    40.218     0.590     0.343     0.291    -0.573  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.085   119.994     2.899     1.181    -0.734     0.104  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.060    31.577     2.323    -0.046    -0.538     0.414  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.578   101.644     0.468     0.432     0.019    -0.383  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.991    43.242     1.169     0.331     0.016    -0.255  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   111.227    59.914     4.655     0.785    -1.937     0.438  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   112.009    58.144     1.234     0.338     0.610     0.268  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.037    74.838     2.102    -0.879     0.873     0.524  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.960    61.558     2.721     0.987    -0.950     0.348  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.052   120.109     0.320     0.527     0.280     0.065  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   102.889    29.034     0.535     0.346    -0.495     0.368  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.189    56.014     1.262     0.140    -0.086    -0.230  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.192   108.859     0.585     0.284     1.417    -0.651  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.270    50.224     0.549     0.263    -0.867    -0.152  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.727    52.732     1.244    -0.356    -0.254     0.176  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.433    50.936     0.846    -0.493    -0.125     0.143  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.509    33.690     3.719     0.649     1.006     0.734  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.440   116.885     0.127     0.058     0.740     0.301  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.057    47.390     2.431     0.946    -0.452    -0.002  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.558    83.769     0.422    -0.655     0.316     0.396  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.389    82.351     0.583     0.234    -0.056    -0.032  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.352   115.858     2.780    -0.026     0.395     0.017  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.786    35.294     0.506    -0.241    -0.697     0.149  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.572    83.500     1.073    -0.273    -0.492     0.030  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.387   105.308     1.734    -0.004     0.882     0.028  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.554   118.214     0.643     0.122     0.261    -0.043  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.490    68.046     0.973     0.566    -0.532     0.649  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.966    59.264     0.708    -0.326    -0.437    -0.283  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.687    41.603     1.419     0.050    -0.725     0.969  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.864    64.168     2.607     0.307    -0.416     0.352  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.007    53.815     0.755     0.322     0.411    -0.251  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.812    54.846     0.754     0.136    -0.857     0.124  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.809   105.517     1.755     0.595    -0.306     0.277  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.060    80.015     3.230     0.310    -0.589     0.310  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.891    25.827     3.666     0.055    -1.069     1.132  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.063   109.103     0.699    -0.874    -0.882     0.281  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.834   106.583     0.110    -0.193     0.012    -0.112  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.170    71.290     0.884     1.140     0.487    -0.106  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.184    23.656     1.115    -0.219    -0.472     0.038  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.121    73.232     1.770    -0.389     0.261    -0.106  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.712    82.041     2.316     0.123    -1.193     0.768  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.750   117.904     2.255     0.372    -0.303     0.249  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.489    79.833     1.698     0.510    -0.239     0.088  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.840    60.132     1.277     0.060    -1.004    -0.188  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.783    82.408     0.640     0.217     0.378     0.271  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.742   103.632     0.226     0.884    -0.377     0.571  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.526    47.798     2.347     0.075    -0.165     0.784  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.122   106.368     1.001     0.908    -0.352     0.052  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.571   109.375     1.167    -0.753     1.095    -0.152  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.117   108.690     1.261     0.320    -1.313    -0.183  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.630   118.694     0.715     1.055    -0.623     0.335  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.844    65.078     1.758    -0.721    -0.410    -0.264  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.417    38.934     1.145     0.573    -0.279    -0.221  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.675    51.762     0.592    -0.219    -0.258     0.038  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.991    69.716     2.686    -0.114     0.602     0.452  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.256    26.045     1.778    -0.056    -0.031     0.012  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.092   122.586     1.026    -0.149    -0.411     0.171  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.118    97.407     0.693     0.347     0.901    -0.280  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.606    65.121     0.117    -0.514     0.286     0.126  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.621    31.142     1.274    -0.567     1.217    -0.563  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.223    42.062     1.846    -0.464     0.529    -0.102  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.261    67.867     1.858     0.727    -1.449     0.050  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.999   117.639     2.103     0.094    -1.098     0.115  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.754    95.283     2.959     0.758    -0.981    -0.003  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.844    28.646     1.146    -0.084     0.915     0.270  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.576   123.661     1.524     0.526     0.652     0.012  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.389    93.630     2.907     0.134    -0.040     0.191  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.821    94.238     2.047    -0.379     0.221     0.779  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.062    71.284     2.265     0.067     1.279     0.232  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.274    82.551     1.335    -0.552    -1.080    -0.379  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.184    64.346     0.621     0.261     0.132     0.083  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.723    41.590     1.066    -0.279     0.009    -0.134  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.340    69.505     0.628     0.249     0.483    -0.366  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.355   104.423     0.224     0.569     0.309    -0.171  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.394   101.917     0.869     0.226     0.675     0.187  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.713    38.978     1.629     0.028    -1.445     0.310  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   103.645    99.235     1.173    -1.145     0.211    -0.138  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.509    78.117     1.575    -0.294     0.777     0.136  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.507    91.687     0.497     1.071     0.854     0.097  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.710    89.404     0.937    -0.426    -0.313     0.400  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.737    54.082     2.328     0.139    -0.626     0.320  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.887    95.209     1.202    -0.028    -0.547     0.151  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.184    73.506     0.133    -0.467    -0.604     0.188  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.398    36.418     0.151    -0.214    -0.810     0.101  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.210   113.219     1.270    -0.113    -0.415     0.373  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.288    85.738     2.924    -0.279     0.336     0.258  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.664    63.845     3.509    -0.903    -1.065    -0.064  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.044   103.828     1.391     0.553    -0.155     0.162  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.856   117.288     1.054     0.693     0.930    -0.012  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   111.209   111.392     1.308     0.118    -0.823     0.165  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   103.814   103.480     1.472    -0.865    -0.057    -0.517  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.862    35.254     1.951     0.630    -1.451     0.105  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.900    50.078     0.937     0.203    -0.553     0.432  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.039   116.757     1.439     0.152     0.243     0.037  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.365    33.661     1.189     0.141    -0.424     0.310  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.942    86.664     0.999     0.801    -1.515     0.065  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.279    65.637     0.893     0.314     0.051     0.829  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.311    27.784     1.180    -0.057    -0.451     0.191  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.338   120.048     2.513    -0.399     0.143     0.096  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.254    86.405     0.619    -0.241    -0.890     0.081  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.654    92.157     1.256     0.025    -0.802    -0.046  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.537    75.900     1.606     0.060     0.234     0.127  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.811    29.548     1.293    -0.519    -0.056     0.089  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.917    89.699     2.170     0.090     0.016    -0.114  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.965   117.182     1.221    -0.233    -0.616     0.735  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.589    51.364     0.184     0.014    -0.082    -0.387  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.978   108.236     0.348     0.847     0.848    -0.380  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.547    77.258     1.313    -0.669    -1.082    -0.188  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.884    71.672     1.657     0.429    -0.706    -0.019  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.080    69.250     2.736     0.324    -0.524     0.388  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.674    58.023     0.704     0.965     0.556    -0.105  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.697    33.641     1.609     0.075     0.076     0.060  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.041    53.173     1.804     0.606    -0.438     0.568  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.491   126.338     0.431     0.054    -0.370     0.130  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.945    30.507     2.283    -0.515    -1.458     0.539  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.070    51.567     2.321     0.491    -0.716     0.229  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.917   114.898     1.464     0.199    -0.659     0.119  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.774    77.384     0.481    -1.074     0.498    -0.355  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.323    74.611     1.109    -0.114    -0.052     0.815  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.223    53.732     0.171    -0.474     0.198     0.447  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.286    34.139     1.694    -0.709    -0.186    -0.041  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.372    97.949     2.485     0.035     0.526     0.043  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.089    82.034     0.645    -0.622    -0.176     0.276  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.138    39.173     1.719     0.493     0.175     0.286  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.298    71.219     2.904    -0.298    -1.161     0.441  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.074    90.923     1.133     1.175     0.567    -0.347  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.655   117.550     2.924    -0.011    -0.239    -0.034  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.610   100.836     0.767     0.133     0.887    -0.410  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.325   113.994     0.246    -0.564     0.375    -0.265  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.314   101.518     0.884    -0.035    -0.096    -0.146  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.410    80.885     0.507    -0.152     0.615    -0.328  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.149    29.112     1.244     0.130     0.872     0.775  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.472    69.541     0.443    -0.593    -0.971     0.387  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.971    78.819     0.786    -0.456     0.763    -0.243  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.655    53.797     0.220    -0.488     1.428     0.466  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.898    83.871     1.606     0.013    -0.909     0.010  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.013    33.212     0.510    -0.431     0.321     0.261  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.970    88.456     0.234    -0.922    -0.024    -0.589  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.447   101.320     1.149    -0.196    -0.157     0.444  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.154    80.976     1.426    -0.873    -0.507    -0.414  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.717    45.840     0.871    -0.411     0.313     0.089  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.136   100.734     0.830    -0.527     0.304     0.267  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
