TITLE     = "Particles in 3D"
VARIABLES = "X" "Y" "Z" "UP" "VP" "WP" "MASS" "WT" "WTD" "DPM" "XN" "YN" "ZN" "SRCNUM
ZONE T="     0.0 seconds"
I=         4, J=1, K=1,F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
    59.054   113.685     2.978    -0.746    -1.275     0.232  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.419    60.254     1.777    -0.207    -0.982     0.227  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.130   122.573     0.226    -0.574     1.359    -0.187  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.679    47.682     1.719    -0.209     0.103    -0.193  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.136    98.648     2.013     0.834     0.420     0.258  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.391    95.891     1.780     0.256     0.991     0.015  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.541    40.627     1.364    -1.415    -0.845     0.141  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.016    72.653     2.002     0.076     0.273     0.388  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.226   106.392     1.938    -0.528    -0.099     0.061  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.146    62.848     1.521     0.169     0.444    -0.027  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.090    52.007     0.120     0.147     0.765     0.148  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.507    64.988     0.390    -0.082    -0.237     0.035  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.523   108.916     2.655     0.129    -0.659     0.859  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.668    63.728     0.572     0.011     0.781     0.017  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.396    70.112     1.629     0.653    -0.892    -0.020  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.588    79.297     2.501     0.192    -0.192     0.269  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.154   100.316     1.231    -0.069    -0.555    -0.125  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.506    87.261     0.851     0.836    -0.268     0.544  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.739    82.548     1.136     0.195    -0.152     0.369  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.926    99.775     0.639     0.398     0.143     0.255  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.390    45.612     0.601     0.320     0.337     0.489  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.212    52.535     0.261    -0.075     0.669    -0.337  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.875    48.933     3.425     0.074    -1.064     0.570  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.762    29.351     1.008     0.732     0.300    -0.294  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.836    99.617     0.464    -0.618    -0.533     0.200  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.811    86.827     0.958     0.346     1.493     0.218  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.879   122.335     2.731    -0.253     0.333     0.214  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.232    63.096     0.531    -0.099     0.614    -0.475  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.650   120.685     2.119     0.071     0.250     0.330  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.964    29.333     1.197    -0.226    -0.380    -0.171  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.481    58.190     1.535     0.496    -0.277     0.892  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.469    75.370     1.606    -0.717    -0.161    -0.154  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.624    57.561     1.993    -0.467     0.464     0.263  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.041    76.506     0.425     0.060     0.819    -0.654  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.070    88.238     1.496    -0.548    -0.009     0.287  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.512    45.141     0.209    -0.381     0.767    -0.635  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.473    61.845     1.839    -0.300    -0.440     0.401  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.258   119.685     1.932     0.027    -1.237     0.229  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.506   104.045     0.244    -0.078    -0.851     0.057  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.785   122.013     0.408    -0.580     0.543    -0.411  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.746   108.760     0.427    -0.335    -0.589     0.010  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.776    26.575     0.538    -0.153    -0.418     0.116  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.268   126.897     0.139     1.034    -0.071    -0.105  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.511    34.818     2.340    -1.081     0.431    -0.025  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.591    70.007     2.614     0.018    -0.702     0.057  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.215    55.610     0.715    -0.004    -1.009    -0.069  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.092   116.030     1.364    -0.838     0.510     0.379  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.737   102.240     1.075     0.278    -0.012     0.008  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.727    98.979     0.849    -0.145     0.576    -0.267  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.471   107.239     0.725     0.558    -1.073     0.875  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.076    45.344     3.070     0.656    -1.612     0.271  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.460    46.126     1.102     0.208     0.088     0.341  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.152    55.003     0.746    -0.112    -0.043     0.237  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.193    71.679     1.265     0.446    -0.685    -0.172  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.762    85.854     0.475    -0.338    -0.239    -0.079  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.219    87.390     0.828     0.722    -1.068     0.699  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.785   125.508     0.820    -0.151    -0.155     0.228  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.819    60.649     2.264     0.290     0.247     0.113  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.034    92.813     3.061     0.447    -0.312     0.865  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.662    64.930     0.415     1.189     0.192     0.201  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.960    30.552     2.170    -0.355    -0.096     0.620  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.891    33.570     0.407     1.784    -0.353    -0.345  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.051    30.302     3.077    -0.663    -0.019    -0.004  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.379    80.733     0.139     0.217     0.456    -0.093  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.392    53.174     1.289    -0.188    -0.706    -0.194  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.598    87.173     2.152     0.535    -0.483    -0.190  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.508    85.973     2.293     0.861    -0.431     0.231  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.386    75.901     3.614    -0.292    -0.689     0.845  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.648   105.513     0.118     0.173    -0.079    -0.038  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.230   125.923     1.760     0.135     0.555     0.562  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.149    77.760     1.667     0.231    -0.168     0.835  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.427    54.190     1.558    -0.859     0.063     0.263  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.423    27.010     1.687    -0.881    -0.372     0.282  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.090    29.886     3.069     0.129    -0.702     0.397  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.263    73.889     2.957    -0.242     0.038     0.033  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.348    46.737     0.559    -0.640     0.082    -0.290  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.172    58.587     1.965    -0.089    -0.730     0.346  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.380    41.540     3.069    -0.521     0.167     0.616  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.249    52.482     2.059     0.383     1.133     0.018  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.786    34.160     1.942     0.613     0.465    -0.291  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.391   116.406     1.635    -0.101     0.590     0.124  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.498    63.278     0.123    -0.389    -0.239    -0.219  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.490    64.714     1.183    -1.014    -0.743     0.230  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.722    50.209     1.630     0.088    -1.238     0.175  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.814    39.052     2.601    -0.321    -0.100     0.579  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.994    81.161     0.383    -0.236     1.104    -0.580  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.676    77.811     2.478     0.331     0.209     0.022  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.382    44.879     2.314     0.310    -0.579     0.163  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.069    99.133     3.107    -0.054    -1.092     0.426  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.573   122.085     1.826     0.407     0.366    -0.104  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.525   103.670     2.722    -0.002    -1.095     0.462  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.863   113.358     1.490    -0.069    -1.195    -0.335  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    66.054    57.987     1.163     1.285     0.154    -0.173  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.255    85.846     1.537    -0.346    -0.475    -0.078  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.857    52.863     0.843     0.142    -0.739     0.241  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.966    95.099     1.512     0.059    -0.246    -0.252  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.851    39.029     1.329     0.562    -1.165     0.059  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.168   101.132     2.097    -0.671     0.770     0.504  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.812    73.756     0.620     0.497     0.140    -0.010  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.232   119.213     0.539    -0.441    -0.188     0.263  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.844    76.981     1.648     0.082     0.302    -0.400  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.846    40.900     1.228     0.213     0.527    -0.209  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.191   114.514     1.316    -0.875     0.187    -0.239  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.868    38.403     0.330     0.258    -0.158     0.206  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.455    46.063     3.166    -0.190    -0.335     0.821  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.979    42.849     1.328    -0.496     0.700     0.002  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.971    41.788     0.787     0.068     0.225    -0.310  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.841    28.622     0.507    -0.215    -0.381     0.640  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.265    61.112     1.967     0.222     0.489     0.307  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.363    80.766     0.894    -0.371    -0.099     0.074  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.762   101.137     1.392     0.130     0.542    -0.154  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.540    83.112     1.454     0.313    -0.179    -0.016  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.915    36.771     1.461     0.678    -1.257     0.048  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.724    52.621     3.102    -0.046     0.492     0.253  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.225    70.532     0.949     0.563    -0.492     0.173  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.354    35.069     1.030    -0.760     0.265    -0.293  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.463    65.135     2.853    -0.064     0.047     0.530  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    66.126    87.135     1.221     0.946    -0.508     0.648  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.346   121.570     2.294    -1.012    -0.226    -0.026  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
